model	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K12028	365.63	full	all	0.988056	486	467	1643	551	2.92	0.590	tripartite motif-containing protein 59
K12029	631.77	domain	all	0.911546	250	234	976	507	1.94	0.590	tripartite motif-containing protein 60/61
K12030	497.27	domain	all	0.984238	488	354	1399	615	1.26	0.590	tripartite motif-containing protein 62 [EC:2.3.2.27]
K12031	489.37	domain	all	0.876312	447	443	1661	602	2.19	0.590	tripartite motif-containing protein 65
K12032	536.67	domain	all	1.000000	492	491	3561	1400	2.02	0.589	tripartite motif-containing protein 66
K12033	711.40	domain	all	0.973939	158	139	658	485	0.88	0.589	tripartite motif-containing protein 68 [EC:2.3.2.27]
K12034	617.43	domain	all	0.576469	679	663	5484	924	4.54	0.590	tripartite motif-containing protein 69 [EC:2.3.2.27]
K12035	384.80	domain	all	0.989397	811	762	3734	789	3.17	0.590	tripartite motif-containing protein 71 [EC:2.3.2.27]
K12036	420.33	domain	trim	0.992665	226	205	1012	481	0.78	0.592	tripartite motif-containing protein 72
K12037	651.17	domain	all	0.908007	348	332	1210	583	2.19	0.590	tripartite motif-containing protein 75
K12038	554.67	domain	all	0.930874	200	185	1046	491	1.60	0.590	tripartite motif family-like protein 1
K12039	368.50	domain	all	0.987473	165	163	1000	443	1.04	0.589	tripartite motif family-like protein 2
K12040	1046.20	full	all	0.823260	888	879	7090	881	1.98	0.590	solute carrier family 9 (sodium/hydrogen exchanger), member 3
K12041	1021.20	full	all	0.776286	1634	1547	5074	1268	3.41	0.590	solute carrier family 9 (sodium/hydrogen exchanger), member 6/7
K12042	283.73	domain	all	0.928547	670	420	801	240	3.28	0.590	troponin C, skeletal muscle
K12043	280.97	domain	all	0.912936	1362	1167	1484	257	1.72	0.590	troponin I, fast skeletal muscle
K12044	296.13	domain	all	0.779018	341	290	1210	358	2.71	0.590	troponin I, cardiac muscle
K12045	412.83	full	all	0.807400	1015	966	2073	419	2.23	0.590	troponin T, cardiac muscle
K12046	360.97	full	all	0.761137	986	921	2143	408	4.02	0.590	troponin T, fast skeletal muscle
K12047	3403.23	full	all	0.803692	724	723	38274	2697	1.72	0.590	maltase-glucoamylase [EC:3.2.1.20 3.2.1.3]
K12048	198.90	full	all	0.996255	149	135	906	401	2.96	0.590	ComB10 competence protein
K12049	179.53	full	all	0.996078	151	131	1094	393	2.48	0.590	ComB9 competence protein
K12050	116.70	full	all	1.000000	147	119	631	307	3.38	0.590	ComB8 competence protein
K12051	54.83	full	all	1.000000	50	19	56	39	2.06	1.400	ComB7 competence protein
K12052	201.53	full	all	1.000000	111	99	564	370	1.98	0.590	ComB6 competence protein
K12053	399.77	full	all	0.987947	147	124	1110	797	1.62	0.589	ComB4 competence protein
K12054	-	-	-	-	1	1	85	85	0.43	0.672	lytic transglycosylase AtlA
K12055	171.20	full	all	0.997333	500	376	794	367	2.30	0.590	chromosome partitioning related protein ParA
K12056	186.20	full	all	0.982449	697	587	5624	1024	16.23	0.590	conjugal transfer mating pair stabilization protein TraG
K12057	87.07	full	all	0.997425	726	581	1213	366	9.28	0.590	conjugal transfer pilus assembly protein TraF
K12058	119.70	full	all	0.999106	683	561	7262	656	8.20	0.590	conjugal transfer mating pair stabilization protein TraN
K12059	94.23	domain	all	0.991878	545	435	859	301	10.22	0.590	conjugal transfer pilus assembly protein TrbC
K12060	156.77	full	all	0.999097	705	553	1264	570	3.72	0.590	conjugal transfer pilus assembly protein TraU
K12061	83.77	full	trim	0.986547	697	548	1102	282	8.31	0.590	conjugal transfer pilus assembly protein TraW
K12062	113.83	domain	trim	0.917530	458	369	524	215	6.69	0.590	conjugal transfer pilin signal peptidase TrbI
K12063	243.80	full	all	0.998255	695	575	3015	908	6.24	0.590	conjugal transfer ATP-binding protein TraC
K12064	36.40	full	all	0.996771	596	463	1413	243	10.09	0.590	conjugal transfer pilus assembly protein TraV
K12065	118.03	full	trim	0.997371	701	568	1687	500	9.02	0.590	conjugal transfer pilus assembly protein TraB
K12066	76.07	full	all	0.994030	660	504	1363	296	13.47	0.590	conjugal transfer pilus assembly protein TraK
K12067	62.60	full	all	1.000000	731	529	647	282	15.19	0.590	conjugal transfer pilus assembly protein TraE
K12068	35.50	full	all	1.000000	674	444	238	104	6.55	0.590	conjugal transfer pilus assembly protein TraL
K12069	44.80	full	all	0.992556	285	204	288	168	4.42	0.590	conjugal transfer pilus assembly protein TraA
K12070	86.10	full	all	1.000000	654	531	3258	699	8.80	0.590	conjugal transfer pilus assembly protein TraI
K12071	181.97	full	all	1.000000	827	665	1656	712	4.44	0.590	conjugal transfer pilus assembly protein TraD
K12072	103.57	full	all	0.996559	722	579	1458	533	10.75	0.590	conjugative transfer pilus assembly protein TraH
K12073	116.47	full	all	0.978348	235	215	262	137	2.76	0.590	1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]
K12074	488.60	full	all	1.000000	144	143	3517	1139	2.27	0.590	timeless
K12075	1685.47	full	trim	0.891131	478	451	3244	1087	1.21	0.590	discs large protein 2
K12076	1433.20	domain	trim	0.637154	1006	970	6944	961	2.19	0.590	disks large protein 1
K12077	678.37	full	all	0.925887	516	457	1137	438	2.04	0.590	pyruvate dehydrogenase kinase isoform 1 [EC:2.7.11.2]
K12078	163.97	full	all	1.000000	11	4	103	102	0.50	0.587	type IV secretion system protein PtlA
K12079	148.03	full	all	0.722222	11	3	112	104	0.48	0.588	type IV secretion system protein PtlB
K12080	1616.40	full	all	1.000000	11	7	828	824	0.47	0.593	type IV secretion system protein PtlC [EC:7.4.2.8]
K12081	396.80	full	all	1.000000	11	5	239	233	0.52	0.594	type IV secretion system protein PtlE
K12082	597.67	full	all	1.000000	11	7	375	374	0.53	0.587	type IV secretion system protein PtlG
K12083	619.77	full	all	1.000000	11	5	365	339	0.48	0.593	type IV secretion system protein PtlH [EC:7.4.2.8]
K12084	633.57	full	all	1.000000	11	7	477	462	0.61	0.590	type IV secretion system protein PtlD
K12085	471.23	full	all	1.000000	11	4	279	272	0.50	0.591	type IV secretion system protein PtlF
K12086	227.53	full	all	1.000000	52	36	148	115	0.44	0.586	cag pathogenicity island protein 1
K12087	121.13	full	all	1.000000	20	14	227	131	0.58	0.588	cag pathogenicity island protein 2
K12088	1072.97	full	all	1.000000	52	42	509	481	0.43	0.592	cag pathogenicity island protein 3
K12089	344.73	full	all	1.000000	52	41	169	169	0.42	0.592	cag pathogenicity island protein 4
K12090	1171.17	full	all	0.988506	51	40	778	748	0.55	0.589	cag pathogenicity island protein 5
K12091	453.30	full	all	1.000000	52	28	199	199	0.40	0.586	cag pathogenicity island protein 6
K12092	1516.20	full	all	1.000000	48	41	2729	1928	0.50	0.589	cag pathogenicity island protein 7
K12093	1145.33	full	all	1.000000	51	43	523	522	0.42	0.593	cag pathogenicity island protein 8
K12094	1077.67	full	all	1.000000	52	44	535	535	0.40	0.591	cag pathogenicity island protein 9
K12095	573.07	full	all	1.000000	52	30	252	252	0.41	0.587	cag pathogenicity island protein 10
K12096	485.20	full	all	1.000000	51	36	218	216	0.40	0.591	cag pathogenicity island protein 11
K12097	645.10	full	all	1.000000	52	24	280	280	0.41	0.593	cag pathogenicity island protein 12
K12098	432.37	full	all	1.000000	52	37	199	199	0.41	0.588	cag pathogenicity island protein 13
K12099	135.90	full	all	1.000000	31	24	126	101	0.47	0.591	cag pathogenicity island protein 14
K12100	238.20	full	all	1.000000	11	10	117	114	0.38	0.590	cag pathogenicity island protein 15
K12101	845.00	full	all	1.000000	51	36	385	376	0.42	0.588	cag pathogenicity island protein 16
K12102	675.27	full	all	1.000000	51	42	308	306	0.44	0.590	cag pathogenicity island protein 17
K12103	505.87	full	all	1.000000	51	39	237	237	0.44	0.594	cag pathogenicity island protein 18
K12104	815.27	full	all	1.000000	51	39	381	381	0.43	0.585	cag pathogenicity island protein 19
K12105	722.37	full	all	1.000000	51	41	370	370	0.45	0.589	cag pathogenicity island protein 20
K12106	323.93	full	all	1.000000	51	19	143	142	0.39	0.585	cag pathogenicity island protein 21
K12107	595.80	full	all	1.000000	51	36	268	268	0.41	0.588	cag pathogenicity island protein 22
K12108	1970.03	full	all	1.000000	51	42	983	983	0.40	0.589	cag pathogenicity island protein 23 [EC:7.4.2.8]
K12109	380.40	full	all	1.000000	51	41	229	207	0.42	0.593	cag pathogenicity island protein 24
K12110	155.17	full	all	1.000000	52	44	115	115	0.48	0.591	cag pathogenicity island protein 25
K12111	1271.93	domain	all	0.900949	356	298	1754	1019	1.52	0.589	evolved beta-galactosidase subunit alpha [EC:3.2.1.23]
K12112	98.80	full	all	0.993127	243	144	317	278	1.48	0.591	evolved beta-galactosidase subunit beta
K12113	436.20	full	all	0.961538	246	162	411	329	1.81	0.591	LacI family transcriptional regulator, ebg operon repressor
K12114	247.20	full	all	0.949284	227	217	3212	506	2.08	0.590	vrille
K12115	1089.00	full	all	0.968196	311	282	1084	611	0.82	0.588	clock-associated PAS protein ZTL
K12116	1121.57	full	all	1.000000	198	190	972	627	0.55	0.592	flavin-binding kelch repeat F-box protein 1
K12117	1364.30	full	all	0.572222	5	5	627	620	0.41	0.594	LOV kelch protein 2
K12118	935.73	full	trim	0.971872	306	291	1634	732	1.16	0.592	cryptochrome 1
K12119	959.83	full	all	0.983876	230	220	1077	642	0.95	0.591	cryptochrome 2
K12120	1829.13	full	all	0.980529	267	259	2149	1126	0.79	0.588	phytochrome A
K12121	1976.73	full	all	0.976725	237	233	1718	1129	0.64	0.592	phytochrome B
K12122	2550.13	full	all	1.000000	3	3	1175	1163	0.42	0.593	phytochrome D
K12123	1945.73	full	all	0.944831	145	140	1466	1122	0.71	0.588	phytochrome E
K12124	1398.17	full	all	1.000000	270	264	1790	1171	0.74	0.592	GIGANTEA
K12125	258.77	full	all	1.000000	456	440	2595	759	4.05	0.590	protein EARLY FLOWERING 3
K12126	372.20	full	trim	0.899632	399	382	2588	663	5.32	0.590	phytochrome-interacting factor 3
K12127	364.27	full	all	0.997980	264	250	1964	615	1.83	0.590	pseudo-response regulator 1
K12128	664.00	full	all	1.000000	16	16	605	481	0.62	0.593	pseudo-response regulator 9
K12129	623.00	full	all	0.993634	400	396	2650	857	2.56	0.590	pseudo-response regulator 7
K12130	555.93	full	all	0.988434	445	436	1833	744	2.44	0.590	pseudo-response regulator 5
K12131	875.63	full	all	0.933333	8	8	830	494	0.60	0.593	pseudo-response regulator 3
K12132	226.37	domain	all	0.771469	22374	21272	52346	412	15.23	0.590	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
K12133	332.87	domain	trim	0.981060	278	265	1715	798	2.16	0.590	MYB-related transcription factor LHY
K12134	1015.57	full	all	0.933333	10	10	688	594	0.64	0.593	circadian clock associated 1
K12135	212.37	full	all	1.000000	209	200	1028	450	1.37	0.590	zinc finger protein CONSTANS
K12136	273.67	domain	trim	0.836466	254	184	299	204	0.95	0.591	hydrogenase-4 component A [EC:1.-.-.-]
K12137	499.60	domain	all	0.864082	958	878	2251	768	6.31	0.590	hydrogenase-4 component B [EC:1.-.-.-]
K12138	408.50	full	all	0.876118	265	218	421	308	2.03	0.590	hydrogenase-4 component C [EC:1.-.-.-]
K12139	403.87	domain	all	0.995025	248	202	717	482	1.54	0.590	hydrogenase-4 component D [EC:1.-.-.-]
K12140	64.83	full	all	0.999337	957	757	449	223	5.37	0.590	hydrogenase-4 component E [EC:1.-.-.-]
K12141	336.30	domain	all	0.959712	961	825	1677	533	4.43	0.590	hydrogenase-4 component F [EC:1.-.-.-]
K12142	1036.67	full	all	0.903506	194	148	658	577	1.02	0.591	hydrogenase-4 component G [EC:1.-.-.-]
K12143	250.07	domain	all	0.889743	243	170	376	185	1.06	0.590	hydrogenase-4 component H
K12144	458.27	domain	trim	0.825716	167	111	354	261	0.72	0.589	hydrogenase-4 component I [EC:1.-.-.-]
K12145	190.30	full	all	0.863948	191	130	225	134	1.19	0.590	hydrogenase-4 component J [EC:1.-.-.-]
K12146	616.77	domain	all	0.405822	366	319	2437	635	3.02	0.590	hydrogenase-4 transcriptional activator
K12147	161.43	full	all	0.997669	438	216	192	124	0.80	0.590	acidic protein MsyB
K12148	52.17	full	all	1.000000	600	221	176	144	1.61	0.590	biofilm regulator BssS
K12149	41.67	full	all	1.000000	1002	518	209	136	3.16	0.590	DNA-damage-inducible protein I
K12150	159.80	full	all	0.969264	967	912	1338	316	4.99	0.590	adenosine 5'-monophosphoramidase HINT3 [EC:3.9.1.-]
K12151	92.50	full	all	0.888768	680	391	171	85	4.50	0.669	multiple stress resistance protein BhsA
K12152	126.27	domain	all	0.986215	806	551	300	152	2.23	0.590	phosphatase NudJ [EC:3.6.1.-]
K12153	845.87	full	trim	0.878236	129	119	787	545	0.85	0.590	phenylalanine N-monooxygenase [EC:1.14.14.40]
K12154	1179.30	full	all	1.000000	16	16	544	542	0.43	0.589	homomethionine N-monooxygenase [EC:1.14.14.42]
K12155	-	-	-	-	2	2	565	565	0.40	0.590	homomethionine N-monooxygenase [EC:1.14.14.42]
K12156	921.37	full	all	0.974359	20	18	509	501	0.49	0.593	(methylthio)alkanaldoxime N-monooxygenase [EC:1.14.14.43]
K12157	128.33	domain	all	0.988651	193	176	686	281	2.84	0.590	ubiquitin D
K12158	208.50	domain	all	0.494416	1577	956	1715	286	7.91	0.590	ubiquitin-like protein Nedd8
K12159	180.63	domain	trim	0.991870	203	182	425	190	1.43	0.590	ubiquitin cross-reactive protein
K12160	31.13	domain	all	0.994951	3168	1874	2208	223	6.77	0.590	small ubiquitin-related modifier
K12161	41.17	full	all	0.995234	1253	1046	1302	177	4.31	0.590	ubiquitin related modifier 1
K12162	85.37	full	all	0.993994	1066	664	945	268	4.19	0.590	ubiquitin-fold modifier 1
K12163	147.57	domain	all	1.000000	604	599	3046	687	3.53	0.590	AN1-type zinc finger protein 4
K12164	303.23	full	all	0.999523	1101	1051	1804	506	1.34	0.591	ubiquitin-like modifier-activating enzyme 5
K12165	89.40	full	all	1.000000	1044	790	1192	201	1.91	0.590	ufm1-conjugating enzyme 1
K12166	565.47	domain	all	0.991446	529	474	5650	1098	1.99	0.590	E3 ubiquitin-protein ligase HACE1 [EC:2.3.2.26]
K12167	2361.63	full	all	0.978798	555	551	5165	1920	1.11	0.589	E3 ubiquitin-protein ligase HECW1 [EC:2.3.2.26]
K12168	2050.03	full	all	0.784556	921	914	9827	1562	2.01	0.590	E3 ubiquitin-protein ligase HECW2 [EC:2.3.2.26]
K12169	170.47	full	all	0.995596	936	915	7542	1298	4.62	0.590	Kip1 ubiquitination-promoting complex protein 1 [EC:2.3.2.27]
K12170	194.20	domain	all	0.969557	260	220	1052	269	1.63	0.590	E3 ubiquitin-protein ligase RNF125 [EC:2.3.2.27]
K12171	253.40	domain	all	0.989020	1678	1656	9980	805	3.52	0.590	E3 ubiquitin-protein ligase SH3RF [EC:2.3.2.27]
K12172	442.70	full	all	0.947371	732	730	25643	2718	3.78	0.590	E3 SUMO-protein ligase RanBP2 [EC:2.3.2.-]
K12173	78.77	full	all	0.998071	929	776	2236	452	4.50	0.590	BRCA1-A complex subunit BRE
K12174	95.50	domain	all	0.995733	735	700	2771	508	3.90	0.590	Kip1 ubiquitination-promoting complex protein 2
K12175	152.40	full	all	0.991118	1361	1182	3619	643	4.96	0.590	COP9 signalosome complex subunit 1
K12176	174.40	full	all	0.998894	1380	906	3544	1233	3.96	0.590	COP9 signalosome complex subunit 2
K12177	105.93	full	all	0.998456	1269	970	3259	497	4.82	0.590	COP9 signalosome complex subunit 3
K12178	147.23	domain	all	0.997408	1261	966	2153	562	4.15	0.590	COP9 signalosome complex subunit 4
K12179	199.23	full	all	0.988351	1187	990	2358	655	5.34	0.590	COP9 signalosome complex subunit 6
K12180	101.23	full	all	0.993331	1675	1273	2444	375	5.75	0.590	COP9 signalosome complex subunit 7
K12181	65.27	full	all	0.989593	1128	953	1290	235	4.84	0.590	COP9 signalosome complex subunit 8
K12182	161.60	domain	all	0.996400	997	973	6284	853	3.42	0.590	hepatocyte growth factor-regulated tyrosine kinase substrate
K12183	220.47	full	all	0.953316	1573	1438	4958	542	10.00	0.590	ESCRT-I complex subunit TSG101
K12184	66.63	full	all	0.996601	1304	1026	1835	342	4.52	0.590	ESCRT-I complex subunit VPS28
K12185	44.77	full	all	0.997161	3016	2819	4297	247	8.78	0.590	ESCRT-I complex subunit VPS37
K12186	104.73	full	all	0.995940	1348	1230	3119	378	4.36	0.590	ESCRT-I complex subunit MVB12
K12187	65.63	full	all	1.000000	19	19	181	100	1.19	0.590	ESCRT-I complex subunit MVB12
K12188	71.33	full	all	0.994350	1278	1056	1503	302	4.08	0.590	ESCRT-II complex subunit VPS22
K12189	51.53	full	all	0.994408	1271	1067	1911	258	4.92	0.590	ESCRT-II complex subunit VPS25
K12190	65.13	full	all	0.993168	1253	1164	4296	813	6.68	0.590	ESCRT-II complex subunit VPS36
K12191	325.00	domain	all	0.893731	1658	1287	1692	491	4.62	0.590	charged multivesicular body protein 2A
K12192	278.63	full	trim	0.949987	1069	829	887	273	2.36	0.590	charged multivesicular body protein 2B
K12193	145.43	full	all	0.989680	1307	1125	1514	288	4.13	0.590	charged multivesicular body protein 3
K12194	121.63	full	all	0.716911	2168	1796	2363	325	7.68	0.590	charged multivesicular body protein 4A/B
K12195	126.97	full	all	0.985722	1459	1334	1730	259	4.12	0.590	charged multivesicular body protein 6
K12196	380.13	domain	all	0.953387	2484	2186	5554	530	4.65	0.590	vacuolar protein-sorting-associated protein 4
K12197	101.37	full	all	0.980875	2294	1649	1956	310	5.26	0.590	charged multivesicular body protein 1
K12198	124.83	domain	all	0.992391	1598	1261	1528	380	5.07	0.590	charged multivesicular body protein 5
K12199	97.37	domain	all	0.986326	1305	1211	3994	451	8.14	0.590	vacuolar protein sorting-associated protein VTA1
K12200	512.70	full	all	0.922607	1459	1405	6503	949	7.51	0.590	programmed cell death 6-interacting protein
K12201	841.83	domain	all	0.892806	122	120	1305	583	1.32	0.591	MFS transporter, SP family, solute carrier family 2 (facilitated glucose/fructose transporter), member 7
K12202	461.13	full	all	1.000000	37	34	1530	953	1.19	0.589	defect in organelle trafficking protein DotA
K12203	316.77	domain	all	0.971728	216	164	638	373	3.05	0.590	defect in organelle trafficking protein DotB [EC:7.2.4.8]
K12204	145.87	full	all	1.000000	222	173	945	387	4.43	0.590	defect in organelle trafficking protein DotC
K12205	53.57	full	all	1.000000	194	145	476	218	5.84	0.590	defect in organelle trafficking protein DotD
K12206	644.30	full	all	1.000000	206	172	1558	1005	3.42	0.590	intracellular multiplication protein IcmB [EC:7.2.4.8]
K12207	63.57	domain	trim	1.000000	77	60	313	178	3.72	0.590	intracellular multiplication protein IcmC
K12208	79.13	full	all	1.000000	51	41	150	132	1.57	0.590	intracellular multiplication protein IcmD
K12209	132.73	full	all	1.000000	182	156	2199	452	6.79	0.590	intracellular multiplication protein IcmE
K12210	1488.77	full	all	1.000000	27	23	976	973	0.63	0.589	intracellular multiplication protein IcmF
K12211	95.87	domain	all	1.000000	95	66	453	256	5.03	0.590	intracellular multiplication protein IcmG
K12212	50.63	domain	all	1.000000	150	123	734	310	8.46	0.590	intracellular multiplication protein IcmJ
K12213	106.20	full	all	1.000000	203	170	857	345	5.73	0.590	intracellular multiplication protein IcmK
K12214	98.40	full	all	1.000000	210	160	445	218	5.46	0.590	intracellular multiplication protein IcmL
K12215	122.60	full	all	0.952381	29	24	112	94	1.07	0.608	intracellular multiplication protein IcmM
K12216	237.67	full	all	1.000000	31	23	220	190	0.92	0.589	intracellular multiplication protein IcmN
K12217	181.67	full	all	1.000000	208	173	2705	842	5.08	0.590	intracellular multiplication protein IcmO [EC:7.2.4.8]
K12218	109.90	full	all	1.000000	196	154	1313	473	6.34	0.590	intracellular multiplication protein IcmP
K12219	177.43	full	all	1.000000	37	28	263	193	1.30	0.590	intracellular multiplication protein IcmQ
K12220	271.47	full	all	1.000000	10	6	120	120	0.42	0.594	intracellular multiplication protein IcmR
K12221	123.47	full	all	1.000000	41	31	136	114	1.03	0.590	intracellular multiplication protein IcmS
K12222	45.30	full	all	1.000000	158	112	177	90	3.92	0.633	intracellular multiplication protein IcmT
K12223	91.60	full	all	1.000000	44	38	184	151	1.90	0.589	intracellular multiplication protein IcmV
K12224	80.37	full	all	1.000000	45	33	230	157	1.65	0.590	intracellular multiplication protein IcmW
K12225	248.63	full	all	1.000000	33	28	681	453	1.56	0.590	intracellular multiplication protein IcmX
K12226	662.20	full	all	1.000000	17	13	423	418	0.50	0.588	proline/betaine transport protein TphA
K12227	107.60	full	all	1.000000	55	28	220	147	1.64	0.589	TraL protein
K12228	112.67	full	all	1.000000	72	56	586	334	3.57	0.590	TrbB protein
K12229	164.77	domain	all	0.995941	561	492	1223	368	2.09	0.590	dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide
